0,1.37607,9.18485e-18,1.07783,-1.57,-1.11022e-16,1.57159,7639.74
1,1.18804,0.325687,1.07783,-1.57,-2.77556e-16,2.61879,7851.18
2,0.811965,0.325687,1.07783,-1.57,-1.66533e-16,-2.6172,7819.27
3,0.623929,3.68705e-17,1.07783,-1.57,-3.33067e-16,-1.57,7384.42
4,0.811965,-0.325687,1.07783,-1.57,-2.498e-16,-0.522802,7743.47
5,1.18804,-0.325687,1.07783,-1.57,-2.22045e-16,0.524395,7930.97
0,1.2381,-0.41225,1.07775,-1.57,-2.22045e-16,0.524395,8972.21
1,1.188,-0.325618,0.977831,-1.57,-2.22045e-16,0.524395,8258.11
2,1.10147,-0.375756,1.07783,-1.57,-2.22045e-16,0.524395,7388.41
3,1.2746,-0.275618,1.07783,-1.57,-2.22045e-16,0.524395,8110.5
4,1.18808,-0.325756,1.17783,-1.57,-2.22045e-16,0.524395,6750.1
5,1.13797,-0.239124,1.07791,-1.57,-2.22045e-16,0.524395,6877.77
0,1.28817,-0.498812,1.07767,-1.57,-2.22045e-16,0.524395,9985.53
1,1.23806,-0.412181,0.977751,-1.57,-2.22045e-16,0.524395,9415.04
2,1.15154,-0.462319,1.07775,-1.57,-2.22045e-16,0.524395,8409.7
3,1.32467,-0.362181,1.07775,-1.57,-2.22045e-16,0.524395,9163.7
4,1.23814,-0.412319,1.17775,-1.57,-2.22045e-16,0.524395,7579.9
5,1.18804,-0.325687,1.07783,-1.57,-2.22045e-16,0.524395,7930.97
0,1.33824,-0.585375,1.07759,-1.57,-2.22045e-16,0.524395,10887.1
1,1.28813,-0.498743,0.977671,-1.57,-2.22045e-16,0.524395,10536.1
2,1.20161,-0.548881,1.07767,-1.57,-2.22045e-16,0.524395,9486.85
3,1.37474,-0.448743,1.07767,-1.57,-2.22045e-16,0.524395,9578.6
4,1.28821,-0.498881,1.17767,-1.57,-2.22045e-16,0.524395,8329.92
5,1.2381,-0.41225,1.07775,-1.57,-2.22045e-16,0.524395,8972.21
0,1.38831,-0.671938,1.07751,-1.57,-2.22045e-16,0.524395,10627.8
